,year,month,text
1767,1998,June,"June 7 Former Brigadier-General Ansumane Man seizes control over military barracks in Bissau, marking the beginning of the Guinea-Bissau Civil War (199899). James Byrd Jr. is beaten and dragged to death by 3 white men in Jasper, Texas."
1768,1998,June,June 10July 12  The 1998 FIFA World Cup in France: France beats Brazil 30 in the FIFA World Cup Final.
1769,1998,June,June 10  The Organisation of African Unity passes a resolution which states that its members will no longer comply with punitive sanctions applied by the UN Security Council against Libya.
1770,1998,June,June 25  Microsoft releases Windows 98.
1771,1998,June,"June 27  Kuala Lumpur International Airport officially opened, becoming the new international gateway into Malaysia."
1772,1998,June,June 30  Philippine Vice President Joseph Estrada is sworn in as the 13th President of the Philippines.
1773,1998,July,"July 5  Japan launches a probe to Mars, joining the United States and Russia as an outer space-exploring nation."
1774,1998,July,"July 6  The new Hong Kong International Airport at Chek Lap Kok opens, while the old Kai Tak Airport closes."
1775,1998,July,"July 17 At a conference in Rome, 120 countries vote to create a permanent International Criminal Court to prosecute individuals for genocide, crimes against humanity, war crimes, and the crime of aggression. In Saint Petersburg, Nicholas II of Russia and his family are buried in St. Catherine Chapel, 80 years after he and his family were killed by the Bolsheviks in 1918. The 7.0 Mw Papua New Guinea earthquake shakes the region near Aitape with a maximum Mercalli intensity of VIII (Severe). This submarine earthquake triggered a landslide that caused a destructive tsunami, leaving more than 2,100 dead and thousands injured."
1776,1998,July,July 21  September 5  The 1998 Sydney water crisis involved the suspected contamination by the microscopic pathogens cryptosporidium and giardia of the water supply system of Greater Metropolitan Sydney.[12]
1777,1998,August,"August 4  The Second Congo War begins; 5.4million people die before it ends in 2003, making it the bloodiest war, to date, since World War II."
1778,1998,August,"August 7 Yangtze River Floods: in China the Yangtze river breaks through the main bank; before this, from August 15, peripheral levees collapsed consecutively in Jiayu County Baizhou Bay. The death toll exceeds 12,000, with many thousands more injured. 1998 U.S. embassy bombings: the bombings of the United States embassies in Dar es Salaam, Tanzania, and Nairobi, Kenya, kill 224 people and injure over 4,500; they are linked to terrorist Osama bin Laden, an exile of Saudi Arabia."
1779,1998,August,August 15  The Omagh bombing is carried out in Northern Ireland by the Real Irish Republican Army.
1780,1998,August,"August 22  An annular solar eclipse was visible in Sumatra, Borneo and Pacific. The Moon was 10.6 days past perigee and 5.2 days before apogee."
1781,1998,August,August 26  Clube de Regatas Vasco da Gama wins the Libertadores Cup after a 21 win against Barcelona S.C..
1782,1998,August,August 30  The First Google Doodle celebrated Burning Man
1783,1998,September,"September 2 A McDonnell Douglas MD-11 airliner (Swissair Flight 111) crashes near Peggy's Cove, Nova Scotia, after taking off from New York City en route to Geneva; all 229 people on board are killed. A United Nations court finds Jean-Paul Akayesu, the former mayor of a small town in Rwanda, guilty of nine counts of genocide, marking the first time that the 1948 law banning genocide is enforced."
1784,1998,September,September 2  Anwar Ibrahim was sacked from Deputy Prime Minister of Malaysia position by Mahathir Mohamad. He later charged as sodomy trial in court.
1785,1998,September,"September 4  Google, Inc. is founded in Menlo Park, California, by Stanford University PhD candidates Larry Page and Sergey Brin.[13]"
1786,1998,September,September 5  The Government of North Korea adopts a military dictatorship on its 50th anniversary.
1787,1998,September,"September 9  St. Louis Cardinals first baseman Mark McGwire hits his 62nd home run of the season, thus breaking the single season record of 61 which had been held by Roger Maris since 1961."
1788,1998,September,"September 10  At midnight, a shooting occurs aboard an Akula-class nuclear-powered attack submarine of the Russian Navy docked in the northern Russian port city of Severomorsk."
1789,1998,September,"September 11  1998 Commonwealth Games was held in Kuala Lumpur, Malaysia."
1790,1998,September,"September 12  The Cuban Five intelligence agents are arrested in Miami, and convicted of espionage. The agents claim they were not spying against the United States Government but against the Cuban exile community in Miami."
1791,1998,September,"September 24  Iranian President Mohammad Khatami retracts a fatwa against Satanic Verses author Salman Rushdie that was in force since 1989 stating that the Iranian government will ""neither support nor hinder assassination operations on Rushdie""."
1792,1998,October,October 1  Europol is established when the Europol Convention signed by all of its member states comes into force.
1793,1998,October,"October 3  1998 Australian federal election: John Howard's Liberal/National Coalition Government is re-elected with a substantially reduced majority, defeating the Labor Party led by Kim Beazley.[14]"
1794,1998,October,"October 6  Matthew Shepard, a gay University of Wyoming student, is beaten and left for dead outside of Laramie, Wyoming. The subsequent media coverage, followed by his death on October 12, opens a larger conversation on homophobia in the United States."
1795,1998,October,"October 10  Indictment and arrest of Augusto Pinochet: General Augusto Pinochet, Chilean dictator from 1973 to 1990, is indicted for human rights violations he committed in Chile by Spanish magistrate Baltasar Garzn. 6 days later British police place him under house arrest during his medical treatment in the UK. This is a leading case in the law of universal jurisdiction."
1796,1998,October,"October 17  1998 Jesse pipeline explosion: An oil pipeline explosion in Jesse, Nigeria results in 1,082 deaths."
1797,1998,October,"October 29 Hurricane Mitch makes landfall in Central America, killing an estimated 11,000 people. STS-95: Former astronaut John Glenn returns to space, as a payload specialist."
1798,1998,November,"November 11  Tencent, a multiplie business on worldwide, founded in Shenzhen, China.[pageneeded]"
1799,1998,November,"November 17  Voyager 1 overtakes Pioneer 10 as the most distant man-made object from the Solar System, at a distance of 69.419AU (1.038491010km)."
1800,1998,November,"November 20  A Russian Proton rocket is launched from the Baikonur Cosmodrome in Kazakhstan, carrying the first segment of the International Space Station, the 21-ton Zarya Module."
1801,1998,November,"November 24  A declassified report by Swiss International Olympic Committee official Marc Hodler reveals that bribes had been used to bring the 2002 Winter Olympics to Salt Lake City during bidding process in 1995. The IOC, the Salt Lake Organizing Committee, the United States Olympic Committee and the United States Department of Justice immediately launch an investigation into the scandal."
1802,1998,December,"December 4  The Space Shuttle Endeavour launches the first American component to the International Space Station, the 25,600 pounds (11,600kg) Unity module on STS-88. It docks with Zarya two days later."
1803,1998,December,"December 6  Hugo Chvez, politician and former member of the Venezuelan military, is elected President of Venezuela."
1804,1998,December,"December 14  The Yugoslav Army ambushes a column of 140 Kosovo Liberation Army militants attempting to smuggle arms from Albania into Kosovo, killing 36."
1805,1998,December,December 16  Iraq disarmament crisis: U.S. President Bill Clinton orders airstrikes on Iraq. UNSCOM withdraws all weapons inspectors from Iraq.
1806,1998,December,December 17  Iraq disarmament crisis: U.S. President Bill Clinton orders airstrikes on Iraq. UNSCOM withdraws all weapons inspectors from Iraq.
1807,1998,December,December 18  Mario Party is released in Japan.
1808,1998,December,"December 19  The U.S. House of Representatives forwards articles of impeachment against President Clinton to the Senate, making him the second president to be impeached in the nation's history."
1809,1998,December,December 29  Khmer Rouge leaders apologize for the post-Vietnam War genocide in Cambodia that killed more than one million people in the 1970s.
1810,1998,December,"December 31 The first leap second since June 30, 1997, occurs. In the Eurozone, the currency rates of this day are fixed permanently."
1811,1999,January,January 1  The euro currency is established and the European Central Bank assumes its full powers.
1812,1999,January,January 3  The Mars Polar Lander is launched by NASA.
1813,1999,January,"January 4  Gunmen open fire on Shia Muslims worshiping in a mosque in Islamabad, Pakistan, killing 16 and injuring 25."
1814,1999,January,January 20  The China News Service announces new government restrictions on Internet use aimed especially at Internet cafs.
